Date,Temperature_C,Humidity_%
2004-07-03 06:48:27,6.38,87.69
2004-07-03 07:00:27,6.5,87.31
2004-07-03 07:12:27,6.5,86.75
2004-07-03 07:24:27,6.5,86.38
2004-07-03 07:36:27,6.19,86.5
2004-07-03 07:48:27,6.13,86.25
2004-07-03 08:00:27,6.19,84.94
2004-07-03 08:12:27,6.19,84.0
2004-07-03 08:24:27,6.19,83.56
2004-07-03 08:36:27,6.25,81.69
2004-07-03 08:48:27,6.5,81.06
2004-07-03 09:00:27,6.69,79.0
2004-07-03 09:12:27,7.06,76.75
2004-07-03 09:24:27,7.63,75.25
2004-07-03 09:36:27,7.56,74.19
2004-07-03 09:48:27,7.56,73.75
2004-07-03 10:00:27,7.94,72.56
2004-07-03 10:12:27,8.19,72.94
2004-07-03 10:24:27,8.44,73.75
2004-07-03 10:36:27,8.13,74.13
2004-07-03 10:48:27,8.31,73.13
2004-07-03 11:00:27,8.63,71.44
2004-07-03 11:12:27,8.56,70.5
2004-07-03 11:24:27,9.19,65.75
2004-07-03 11:36:27,8.94,68.81
2004-07-03 11:48:27,9.75,62.5
2004-07-03 12:00:27,10.44,60.56
2004-07-03 12:12:27,10.56,55.44
2004-07-03 12:24:27,10.13,58.94
2004-07-03 12:36:27,10.38,52.63
2004-07-03 12:48:27,10.38,52.69
2004-07-03 13:00:27,11.25,43.88
2004-07-03 13:12:27,10.88,42.94
2004-07-03 13:24:27,11.44,43.19
2004-07-03 13:36:27,12.0,43.19
2004-07-03 13:48:27,11.13,45.25
2004-07-03 14:00:27,11.44,44.13
2004-07-03 14:12:27,10.5,48.38
2004-07-03 14:24:27,10.25,49.69
2004-07-03 14:36:27,10.5,48.44
2004-07-03 14:48:27,10.5,45.06
2004-07-03 15:00:27,10.69,43.13
2004-07-03 15:12:27,11.25,42.25
2004-07-03 15:24:27,10.44,45.19
2004-07-03 15:36:27,10.06,47.56
2004-07-03 15:48:27,9.94,47.94
2004-07-03 16:00:27,10.06,48.19
2004-07-03 16:12:27,9.75,49.25
2004-07-03 16:24:27,9.75,49.69
2004-07-03 16:36:27,9.69,50.94
2004-07-03 16:48:27,9.56,52.06
2004-07-03 17:00:27,9.44,52.94
2004-07-03 17:12:27,9.44,53.31
2004-07-03 17:24:27,9.31,53.75
2004-07-03 17:36:27,9.31,53.44
2004-07-03 17:48:27,9.31,51.75
2004-07-03 18:00:27,9.31,51.5
2004-07-03 18:12:27,9.25,51.31
2004-07-03 18:24:27,9.19,50.81
2004-07-03 18:36:27,9.13,53.31
2004-07-03 18:48:27,8.81,57.81
2004-07-03 19:00:27,8.56,59.38
2004-07-03 19:12:27,8.44,60.88
2004-07-03 19:24:27,8.31,61.88
2004-07-03 19:36:27,8.06,62.94
2004-07-03 19:48:27,8.06,63.25
2004-07-03 20:00:27,8.19,61.63
2004-07-03 20:12:27,8.44,59.69
2004-07-03 20:24:27,8.56,58.44
2004-07-03 20:36:27,8.44,60.19
2004-07-03 20:48:27,8.19,62.31
2004-07-03 21:00:27,8.19,60.75
2004-07-03 21:12:27,8.25,59.19
2004-07-03 21:24:27,8.19,59.56
2004-07-03 21:36:27,8.0,60.44
2004-07-03 21:48:27,7.69,62.81
2004-07-03 22:00:27,7.5,62.81
2004-07-03 22:12:27,7.25,64.38
2004-07-03 22:24:27,7.06,67.38
2004-07-03 22:36:27,6.81,67.5
2004-07-03 22:48:27,6.56,68.06
2004-07-03 23:00:27,6.38,68.31
2004-07-03 23:12:27,6.13,68.75
2004-07-03 23:24:27,6.0,69.31
2004-07-03 23:36:27,5.81,69.94
2004-07-03 23:48:27,5.75,70.06
2004-08-03 00:00:27,5.63,70.13
2004-08-03 00:12:27,5.38,71.94
2004-08-03 00:24:27,5.38,71.38
2004-08-03 00:36:27,5.38,72.0
2004-08-03 00:48:27,5.25,73.31
2004-08-03 01:00:27,5.06,74.19
2004-08-03 01:12:27,5.13,73.38
2004-08-03 01:24:27,5.06,73.31
2004-08-03 01:36:27,5.0,74.19
2004-08-03 01:48:27,4.81,75.44
2004-08-03 02:00:27,4.56,76.75
2004-08-03 02:12:27,4.44,77.38
2004-08-03 02:24:27,4.19,77.88
2004-08-03 02:36:27,4.06,78.5
2004-08-03 02:48:27,4.0,79.0
2004-08-03 03:00:27,3.94,79.38
2004-08-03 03:12:27,3.81,79.94
2004-08-03 03:24:27,3.75,80.56
2004-08-03 03:36:27,3.63,81.13
2004-08-03 03:48:27,3.63,81.38
2004-08-03 04:00:27,3.63,81.81
2004-08-03 04:12:27,3.63,82.06
2004-08-03 04:24:27,3.81,81.69
2004-08-03 04:36:27,3.81,82.0
2004-08-03 04:48:27,3.75,82.44
2004-08-03 05:00:27,3.81,82.88
2004-08-03 05:12:27,3.88,82.81
2004-08-03 05:24:27,4.06,82.75
2004-08-03 05:36:27,4.31,82.38
2004-08-03 05:48:27,4.5,81.75
2004-08-03 06:00:27,4.5,82.0
2004-08-03 06:12:27,4.63,82.06
2004-08-03 06:24:27,4.69,84.38
2004-08-03 06:36:27,4.19,86.19
2004-08-03 06:48:27,4.19,85.63
2004-08-03 07:00:27,4.31,85.69
2004-08-03 07:12:27,4.38,84.13
2004-08-03 07:24:27,4.38,84.19
2004-08-03 07:36:27,4.44,84.31
2004-08-03 07:48:27,4.5,85.38
2004-08-03 08:00:27,4.56,84.19
2004-08-03 08:12:27,2.75,87.25
2004-08-03 08:24:27,2.13,91.63
2004-08-03 08:36:27,2.69,90.38
2004-08-03 08:48:27,3.13,88.88
2004-08-03 09:00:27,3.5,88.19
2004-08-03 09:12:27,3.94,87.19
2004-08-03 09:24:27,4.31,86.0
2004-08-03 09:36:27,5.06,83.75
2004-08-03 09:48:27,5.56,80.88
2004-08-03 10:00:27,5.44,80.38
2004-08-03 10:12:27,5.63,81.25
2004-08-03 10:24:27,6.19,77.5
2004-08-03 10:36:27,6.0,76.31
2004-08-03 10:48:27,6.5,76.44
2004-08-03 11:00:27,6.75,73.88
2004-08-03 11:12:27,7.25,70.06
2004-08-03 11:24:27,7.13,69.94
2004-08-03 11:36:27,7.25,69.56
2004-08-03 11:48:27,7.63,68.94
2004-08-03 12:00:27,8.31,65.69
2004-08-03 12:12:27,8.75,62.81
2004-08-03 12:24:27,8.75,57.5
2004-08-03 12:36:27,9.0,57.94
2004-08-03 12:48:27,9.63,55.06
2004-08-03 13:00:27,8.5,56.38
2004-08-03 13:12:27,8.69,53.5
2004-08-03 13:24:27,9.56,54.5
2004-08-03 13:36:27,10.0,49.38
2004-08-03 13:48:27,10.5,47.13
2004-08-03 14:00:27,10.0,48.63
2004-08-03 14:12:27,10.0,46.94
2004-08-03 14:24:27,10.0,44.56
2004-08-03 14:36:27,10.75,44.75
2004-08-03 14:48:27,10.63,45.38
2004-08-03 15:00:27,10.13,47.38
2004-08-03 15:12:27,9.56,49.94
2004-08-03 15:24:27,9.5,46.75
2004-08-03 15:36:27,10.38,45.31
2004-08-03 15:48:27,10.13,45.56
2004-08-03 16:00:27,10.5,44.94
2004-08-03 16:12:27,9.75,48.06
2004-08-03 16:24:27,9.44,50.0
2004-08-03 16:36:27,9.38,51.19
2004-08-03 16:48:27,9.25,50.31
2004-08-03 17:00:27,9.06,51.63
2004-08-03 17:12:27,8.88,52.31
2004-08-03 17:24:27,8.81,53.63
2004-08-03 17:36:27,8.75,54.31
2004-08-03 17:48:27,8.69,54.38
2004-08-03 18:00:27,8.63,55.13
2004-08-03 18:12:27,8.63,55.0
2004-08-03 18:24:27,8.56,54.69
2004-08-03 18:36:27,8.38,56.94
2004-08-03 18:48:27,8.25,57.19
2004-08-03 19:00:27,7.94,58.19
2004-08-03 19:12:27,7.75,59.81
2004-08-03 19:24:27,7.5,60.88
2004-08-03 19:36:27,7.44,59.81
2004-08-03 19:48:27,7.44,59.13
2004-08-03 20:00:27,7.06,61.19
2004-08-03 20:12:27,6.75,61.88
2004-08-03 20:24:27,6.56,60.94
2004-08-03 20:36:27,6.38,63.44
2004-08-03 20:48:27,6.13,65.19
2004-08-03 21:00:27,5.94,65.25
2004-08-03 21:12:27,5.81,65.81
2004-08-03 21:24:27,5.69,66.75
2004-08-03 21:36:27,5.56,66.69
2004-08-03 21:48:27,5.19,67.31
2004-08-03 22:00:27,5.0,68.19
2004-08-03 22:12:27,4.88,69.56
2004-08-03 22:24:27,4.69,69.63
2004-08-03 22:36:27,4.56,68.56
2004-08-03 22:48:27,4.44,67.94
2004-08-03 23:00:27,4.31,68.19
2004-08-03 23:12:27,4.19,67.63
2004-08-03 23:24:27,4.06,67.81
2004-08-03 23:36:27,3.94,68.44
2004-08-03 23:48:27,3.81,69.19
2004-09-03 00:00:27,3.63,69.5
2004-09-03 00:12:27,3.5,70.19
2004-09-03 00:24:27,3.56,70.13
2004-09-03 00:36:27,3.56,70.13
2004-09-03 00:48:27,3.56,70.31
2004-09-03 01:00:27,3.5,70.63
2004-09-03 01:12:27,3.44,70.94
2004-09-03 01:24:27,3.25,72.06
2004-09-03 01:36:27,3.13,73.06
2004-09-03 01:48:27,3.0,73.38
2004-09-03 02:00:27,2.81,74.5
2004-09-03 02:12:27,2.75,74.63
2004-09-03 02:24:27,2.63,75.69
2004-09-03 02:36:27,2.44,76.5
2004-09-03 02:48:27,2.44,76.5
2004-09-03 03:00:27,2.38,76.88
2004-09-03 03:12:27,2.31,77.0
2004-09-03 03:24:27,2.31,77.31
2004-09-03 03:36:27,2.25,77.94
2004-09-03 03:48:27,2.06,78.81
2004-09-03 04:00:27,1.94,79.38
2004-09-03 04:12:27,1.88,79.31
2004-09-03 04:24:27,1.81,79.31
2004-09-03 04:36:27,1.75,80.06
2004-09-03 04:48:27,1.69,80.06
2004-09-03 05:00:27,1.63,80.25
2004-09-03 05:12:27,1.56,81.0
2004-09-03 05:24:27,1.44,81.63
2004-09-03 05:36:27,1.25,81.88
2004-09-03 05:48:27,1.13,82.44
2004-09-03 06:00:27,1.13,81.75
2004-09-03 06:12:27,1.19,80.75
2004-09-03 06:24:27,1.25,80.5
2004-09-03 06:36:27,1.31,81.19
2004-09-03 06:48:27,1.38,80.13
2004-09-03 07:00:27,1.44,79.25
2004-09-03 07:12:27,1.69,78.25
2004-09-03 07:24:27,2.19,75.31
2004-09-03 07:36:27,2.56,72.81
2004-09-03 07:48:27,2.94,70.5
2004-09-03 08:00:27,3.5,68.38
2004-09-03 08:12:27,3.75,67.69
2004-09-03 08:24:27,3.75,67.31
2004-09-03 08:36:27,3.81,67.63
2004-09-03 08:48:27,4.25,65.75
2004-09-03 09:00:27,4.0,66.88
2004-09-03 09:12:27,4.81,63.0
2004-09-03 09:24:27,5.38,62.13
2004-09-03 09:36:27,5.88,60.63
2004-09-03 09:48:27,5.69,60.69
2004-09-03 10:00:27,5.5,61.38
2004-09-03 10:12:27,6.06,57.56
2004-09-03 10:24:27,6.63,57.19
2004-09-03 10:36:27,7.56,55.56
2004-09-03 10:48:27,7.38,54.44
2004-09-03 11:00:27,7.56,52.69
2004-09-03 11:12:27,7.5,51.81
2004-09-03 11:24:27,7.75,50.81
2004-09-03 11:36:27,8.06,47.44
2004-09-03 11:48:27,8.56,46.94
2004-09-03 12:00:27,8.56,46.19
2004-09-03 12:12:27,8.69,46.44
2004-09-03 12:24:27,9.44,46.38
2004-09-03 12:36:27,9.38,45.88
2004-09-03 12:48:27,9.19,45.88
2004-09-03 13:00:27,9.69,42.56
2004-09-03 13:12:27,9.19,44.06
2004-09-03 13:24:27,9.69,44.94
2004-09-03 13:36:27,10.56,36.88
2004-09-03 13:48:27,10.13,42.44
2004-09-03 14:00:27,10.88,42.0
2004-09-03 14:12:27,10.69,41.06
2004-09-03 14:24:27,11.31,40.63
2004-09-03 14:36:27,11.38,41.75
2004-09-03 14:48:27,11.19,41.81
2004-09-03 15:00:27,11.38,40.56
2004-09-03 15:12:27,11.56,42.56
2004-09-03 15:24:27,11.44,42.31
2004-09-03 15:36:27,11.56,42.63
2004-09-03 15:48:27,11.63,42.63
2004-09-03 16:00:27,11.5,41.63
2004-09-03 16:12:27,11.5,43.0
2004-09-03 16:24:27,11.13,44.13
2004-09-03 16:36:27,11.19,44.25
2004-09-03 16:48:27,11.0,44.63
2004-09-03 17:00:27,10.94,44.31
2004-09-03 17:12:27,10.44,45.13
2004-09-03 17:24:27,9.94,46.19
2004-09-03 17:36:27,9.63,47.0
2004-09-03 17:48:27,9.5,47.25
2004-09-03 18:00:27,9.31,48.88
2004-09-03 18:12:27,9.19,48.69
2004-09-03 18:24:27,9.06,48.81
2004-09-03 18:36:27,8.88,50.13
2004-09-03 18:48:27,8.69,50.81
2004-09-03 19:00:27,8.5,51.5
2004-09-03 19:12:27,8.31,51.63
2004-09-03 19:24:27,8.25,51.63
2004-09-03 19:36:27,8.13,52.44
2004-09-03 19:48:27,7.88,52.5
2004-09-03 20:00:27,7.56,53.38
2004-09-03 20:12:27,7.38,54.13
2004-09-03 20:24:27,7.19,54.5
2004-09-03 20:36:27,7.25,54.13
2004-09-03 20:48:27,7.31,54.06
2004-09-03 21:00:27,7.19,54.88
2004-09-03 21:12:27,7.06,55.19
2004-09-03 21:24:27,6.81,55.0
2004-09-03 21:36:27,6.69,53.5
2004-09-03 21:48:27,6.56,54.75
2004-09-03 22:00:27,6.19,60.06
2004-09-03 22:12:27,5.81,60.81
2004-09-03 22:24:27,5.69,61.44
2004-09-03 22:36:27,5.44,65.13
2004-09-03 22:48:27,5.19,66.94
2004-09-03 23:00:27,4.94,68.0
2004-09-03 23:12:27,4.81,68.38
2004-09-03 23:24:27,4.63,69.56
2004-09-03 23:36:27,4.5,69.81
2004-09-03 23:48:27,4.25,71.56
2004-10-03 00:00:27,4.19,68.81
2004-10-03 00:12:27,4.06,67.94
2004-10-03 00:24:27,3.94,68.31
2004-10-03 00:36:27,3.81,68.0
2004-10-03 00:48:27,3.63,68.81
2004-10-03 01:00:27,3.63,69.5
2004-10-03 01:12:27,3.5,69.38
2004-10-03 01:24:27,3.38,69.44
2004-10-03 01:36:27,3.19,70.06
2004-10-03 01:48:27,3.06,70.0
2004-10-03 02:00:27,2.88,72.19
2004-10-03 02:12:27,2.69,72.75
2004-10-03 02:24:27,2.56,74.75
2004-10-03 02:36:27,2.38,75.25
2004-10-03 02:48:27,2.19,77.0
2004-10-03 03:00:27,2.0,79.0
2004-10-03 03:12:27,1.81,78.44
2004-10-03 03:24:27,1.63,79.0
2004-10-03 03:36:27,1.63,79.0
2004-10-03 03:48:27,1.5,79.13
2004-10-03 04:00:27,1.31,79.69
2004-10-03 04:12:27,1.13,79.25
2004-10-03 04:24:27,1.0,79.81
2004-10-03 04:36:27,0.88,79.75
2004-10-03 04:48:27,0.94,77.5
2004-10-03 05:00:27,0.94,77.69
2004-10-03 05:12:27,0.94,76.56
2004-10-03 05:24:27,0.88,77.5
2004-10-03 05:36:27,0.88,76.75
2004-10-03 05:48:27,0.88,75.81
2004-10-03 06:00:27,0.88,75.38
2004-10-03 06:12:27,0.75,82.5
2004-10-03 06:24:27,0.75,82.5
2004-10-03 06:36:27,0.88,77.75
2004-10-03 06:48:27,0.81,79.13
2004-10-03 07:00:27,0.88,78.31
2004-10-03 07:12:27,1.0,77.06
2004-10-03 07:24:27,1.5,73.63
2004-10-03 07:36:27,1.56,73.31
2004-10-03 07:48:27,1.63,73.69
2004-10-03 08:00:27,1.88,72.06
2004-10-03 08:12:27,2.13,70.38
2004-10-03 08:24:27,2.38,68.38
2004-10-03 08:36:27,2.56,69.75
2004-10-03 08:48:27,2.81,68.56
2004-10-03 09:00:27,3.5,65.13
2004-10-03 09:12:27,3.75,63.5
2004-10-03 09:24:27,4.06,61.06
2004-10-03 09:36:27,4.38,60.56
2004-10-03 09:48:27,4.38,57.56
2004-10-03 10:00:27,4.44,57.81
2004-10-03 10:12:27,4.69,55.56
2004-10-03 10:24:27,5.38,55.81
2004-10-03 10:36:27,6.25,52.81
2004-10-03 10:48:27,6.19,53.56
2004-10-03 11:00:27,6.44,52.13
2004-10-03 11:12:27,6.88,53.0
2004-10-03 11:24:27,6.5,53.88
2004-10-03 11:36:27,7.44,51.13
2004-10-03 11:48:27,7.44,50.06
2004-10-03 12:00:27,7.5,48.25
2004-10-03 12:12:27,7.69,44.06
2004-10-03 12:24:27,7.63,44.5
2004-10-03 12:36:27,7.81,42.94
2004-10-03 12:48:27,8.13,46.0
2004-10-03 13:00:27,8.63,43.44
2004-10-03 13:12:27,8.56,41.94
2004-10-03 13:24:27,8.63,41.38
2004-10-03 13:36:27,8.13,40.81
2004-10-03 13:48:27,8.44,40.81
2004-10-03 14:00:27,8.88,39.81
2004-10-03 14:12:27,9.31,38.75
2004-10-03 14:24:27,8.94,39.63
2004-10-03 14:36:27,8.88,39.63
2004-10-03 14:48:27,8.5,39.81
2004-10-03 15:00:27,8.75,39.0
2004-10-03 15:12:27,8.13,39.38
2004-10-03 15:24:27,8.5,39.13
2004-10-03 15:36:27,8.44,40.94
2004-10-03 15:48:27,8.06,42.63
2004-10-03 16:00:27,8.38,42.63
2004-10-03 16:12:27,7.56,42.31
2004-10-03 16:24:27,7.13,44.63
2004-10-03 16:36:27,7.5,41.0
2004-10-03 16:48:27,7.38,43.25
2004-10-03 17:00:27,7.31,40.13
2004-10-03 17:12:27,7.25,41.25
2004-10-03 17:24:27,6.69,40.31
2004-10-03 17:36:27,6.5,39.63
2004-10-03 17:48:27,6.25,39.63
2004-10-03 18:00:27,6.06,41.06
2004-10-03 18:12:27,5.88,42.88
2004-10-03 18:24:27,5.63,43.19
2004-10-03 18:36:27,5.44,44.69
2004-10-03 18:48:27,5.13,46.0
2004-10-03 19:00:27,4.88,46.75
2004-10-03 19:12:27,4.63,48.19
2004-10-03 19:24:27,4.38,48.38
2004-10-03 19:36:27,4.25,49.0
2004-10-03 19:48:27,4.0,47.31
2004-10-03 20:00:27,3.81,47.63
2004-10-03 20:12:27,3.56,48.75
2004-10-03 20:24:27,3.38,48.88
2004-10-03 20:36:27,3.13,49.31
2004-10-03 20:48:27,2.88,50.13
2004-10-03 21:00:27,2.63,50.44
2004-10-03 21:12:27,2.5,50.31
2004-10-03 21:24:27,2.19,51.13
2004-10-03 21:36:27,2.0,52.44
2004-10-03 21:48:27,1.81,52.5
2004-10-03 22:00:27,1.63,53.0
2004-10-03 22:12:27,1.38,54.31
2004-10-03 22:24:27,1.19,55.44
2004-10-03 22:36:27,1.06,55.94
2004-10-03 22:48:27,0.94,56.63
2004-10-03 23:00:27,0.81,58.0
2004-10-03 23:12:27,0.69,58.44
2004-10-03 23:24:27,0.69,58.31
2004-10-03 23:36:27,0.56,58.5
2004-10-03 23:48:27,0.44,58.69
2004-11-03 00:00:27,0.31,58.63
2004-11-03 00:12:27,0.19,58.25
2004-11-03 00:24:27,0.06,58.25
2004-11-03 00:36:27,0.13,57.75
2004-11-03 00:48:27,0.0,58.06
2004-11-03 01:00:27,0.0,58.75
2004-11-03 01:12:27,-0.19,60.0
2004-11-03 01:24:27,-0.38,60.69
2004-11-03 01:36:27,-0.44,60.94
2004-11-03 01:48:27,-0.56,60.88
2004-11-03 02:00:27,-0.44,60.75
2004-11-03 02:12:27,-0.44,60.88
2004-11-03 02:24:27,-0.5,60.13
2004-11-03 02:36:27,-0.44,60.0
2004-11-03 02:48:27,-0.38,59.81
2004-11-03 03:00:27,-0.5,60.25
2004-11-03 03:12:27,-0.63,61.94
2004-11-03 03:24:27,-0.75,62.13
2004-11-03 03:36:27,-0.75,62.19
2004-11-03 03:48:27,-0.81,62.69
2004-11-03 04:00:27,-1.13,66.75
2004-11-03 04:12:27,-1.25,67.25
2004-11-03 04:24:27,-1.25,68.56
2004-11-03 04:36:27,-1.25,68.69
2004-11-03 04:48:27,-1.38,69.0
2004-11-03 05:00:27,-1.38,69.25
2004-11-03 05:12:27,-1.31,69.63
2004-11-03 05:24:27,-1.13,67.0
2004-11-03 05:36:27,-1.06,67.75
2004-11-03 05:48:27,-1.25,69.13
2004-11-03 06:00:27,-1.38,69.25
2004-11-03 06:12:27,-1.5,70.56
2004-11-03 06:24:27,-1.56,71.0
2004-11-03 06:36:27,-1.56,71.94
2004-11-03 06:48:27,-1.69,72.19
2004-11-03 07:00:27,-1.63,70.25
2004-11-03 07:12:27,-1.19,68.88
2004-11-03 07:24:27,0.13,63.75
2004-11-03 07:36:27,0.88,59.94
2004-11-03 07:48:27,1.13,56.13
2004-11-03 08:00:27,0.88,53.44
2004-11-03 08:12:27,0.75,53.19
2004-11-03 08:24:27,1.44,49.5
2004-11-03 08:36:27,1.25,51.63
2004-11-03 08:48:27,1.81,50.0
2004-11-03 09:00:27,2.38,50.0
2004-11-03 09:12:27,2.63,49.31
2004-11-03 09:24:27,2.94,46.88
2004-11-03 09:36:27,3.06,46.13
2004-11-03 09:48:27,3.38,43.19
2004-11-03 10:00:27,3.5,41.44
2004-11-03 10:12:27,3.75,42.75
2004-11-03 10:24:27,4.44,40.69
2004-11-03 10:36:27,4.69,38.94
2004-11-03 10:48:27,5.13,34.88
2004-11-03 11:00:27,5.06,34.13
2004-11-03 11:12:27,5.81,32.06
2004-11-03 11:24:27,6.63,30.88
2004-11-03 11:36:27,5.69,30.44
2004-11-03 11:48:27,6.19,31.38
2004-11-03 12:00:27,6.5,32.25
2004-11-03 12:12:27,6.81,27.63
2004-11-03 12:24:27,7.0,28.63
2004-11-03 12:36:27,7.56,29.69
2004-11-03 12:48:27,8.0,25.94
2004-11-03 13:00:27,8.31,28.13
2004-11-03 13:12:27,8.44,26.75
2004-11-03 13:24:27,9.56,25.06
2004-11-03 13:36:27,8.56,26.13
2004-11-03 13:48:27,9.44,26.63
2004-11-03 14:00:27,9.06,27.19
2004-11-03 14:12:27,9.13,25.63
2004-11-03 14:24:27,9.56,24.88
2004-11-03 14:36:27,9.63,26.5
2004-11-03 14:48:27,9.25,27.63
2004-11-03 15:00:27,9.56,27.19
2004-11-03 15:12:27,9.56,26.38
2004-11-03 15:24:27,9.63,25.31
2004-11-03 15:36:27,9.88,24.13
2004-11-03 15:48:27,10.25,22.13
2004-11-03 16:00:27,10.5,23.56
2004-11-03 16:12:27,10.06,24.0
2004-11-03 16:24:27,10.19,23.31
2004-11-03 16:36:27,10.13,22.31
2004-11-03 16:48:27,10.19,21.75
2004-11-03 17:00:27,10.25,21.31
2004-11-03 17:12:27,10.13,22.13
2004-11-03 17:24:27,10.19,23.38
2004-11-03 17:36:27,10.13,23.81
2004-11-03 17:48:27,10.13,23.88
2004-11-03 18:00:27,10.19,23.31
2004-11-03 18:12:27,10.25,22.81
2004-11-03 18:24:27,10.19,22.06
2004-11-03 18:36:27,10.25,22.88
2004-11-03 18:48:27,10.13,23.63
2004-11-03 19:00:27,10.19,22.44
2004-11-03 19:12:27,10.13,22.81
2004-11-03 19:24:27,10.0,25.25
2004-11-03 19:36:27,9.81,28.63
2004-11-03 19:48:27,9.63,32.06
2004-11-03 20:00:27,9.31,34.0
2004-11-03 20:12:27,9.06,34.63
2004-11-03 20:24:27,9.06,33.88
2004-11-03 20:36:27,8.81,34.44
2004-11-03 20:48:27,8.56,35.06
2004-11-03 21:00:27,8.25,37.88
2004-11-03 21:12:27,8.13,39.13
2004-11-03 21:24:27,8.06,39.56
2004-11-03 21:36:27,7.94,40.13
2004-11-03 21:48:27,7.88,41.0
2004-11-03 22:00:27,7.75,42.56
2004-11-03 22:12:27,7.63,45.56
2004-11-03 22:24:27,7.63,48.25
2004-11-03 22:36:27,7.5,52.5
2004-11-03 22:48:27,7.44,56.5
2004-11-03 23:00:27,7.44,58.63
2004-11-03 23:12:27,7.5,59.81
2004-11-03 23:24:27,7.69,61.06
2004-11-03 23:36:27,7.75,62.88
2004-11-03 23:48:27,7.81,64.69
2004-12-03 00:00:27,7.88,65.88
2004-12-03 00:12:27,7.88,66.63
2004-12-03 00:24:27,8.0,66.63
2004-12-03 00:36:27,8.13,65.88
2004-12-03 00:48:27,8.13,66.38
2004-12-03 01:00:27,8.06,67.94
2004-12-03 01:12:27,8.13,70.0
2004-12-03 01:24:27,8.19,72.13
2004-12-03 01:36:27,8.31,72.63
2004-12-03 01:48:27,8.25,72.38
2004-12-03 02:00:27,8.31,72.44
2004-12-03 02:12:27,8.31,73.0
2004-12-03 02:24:27,8.44,73.69
2004-12-03 02:36:27,8.63,73.94
2004-12-03 02:48:27,8.75,74.31
2004-12-03 03:00:27,8.81,75.25
2004-12-03 03:12:27,9.0,75.0
2004-12-03 03:24:27,9.19,74.25
2004-12-03 03:36:27,9.25,74.19
2004-12-03 03:48:27,8.94,78.13
2004-12-03 04:00:27,9.06,78.0
2004-12-03 04:12:27,9.19,76.56
2004-12-03 04:24:27,9.19,76.88
2004-12-03 04:36:27,9.25,75.94
2004-12-03 04:48:27,9.19,75.63
2004-12-03 05:00:27,9.06,75.88
2004-12-03 05:12:27,9.0,76.44
2004-12-03 05:24:27,8.94,76.75
2004-12-03 05:36:27,9.0,76.13
2004-12-03 05:48:27,9.0,75.69
2004-12-03 06:00:27,8.88,76.31
2004-12-03 06:12:27,8.88,76.75
2004-12-03 06:24:27,9.0,77.19
2004-12-03 06:36:27,9.06,77.5
2004-12-03 06:48:27,9.19,76.75
2004-12-03 07:00:27,9.44,76.31
2004-12-03 07:12:27,9.56,76.44
2004-12-03 07:24:27,9.94,75.25
2004-12-03 07:36:27,10.25,73.56
2004-12-03 07:48:27,10.56,72.06
2004-12-03 08:00:27,10.88,72.38
2004-12-03 08:12:27,11.38,71.06
2004-12-03 08:24:27,11.75,70.63
2004-12-03 08:36:27,12.25,69.63
2004-12-03 08:48:27,12.38,68.88
2004-12-03 09:00:27,12.88,67.06
2004-12-03 09:12:27,13.19,65.5
2004-12-03 09:24:27,13.63,64.25
2004-12-03 09:36:27,14.13,62.06
2004-12-03 09:48:27,14.25,60.94
2004-12-03 10:00:27,14.88,59.13
2004-12-03 10:12:27,14.94,59.5
2004-12-03 10:24:27,15.56,58.13
2004-12-03 10:36:27,15.44,59.31
2004-12-03 10:48:27,15.69,58.25
2004-12-03 11:00:27,16.31,56.31
2004-12-03 11:12:27,16.25,56.63
2004-12-03 11:24:27,16.69,55.06
2004-12-03 11:36:27,16.69,54.75
2004-12-03 11:48:27,17.25,53.38
2004-12-03 12:00:27,17.94,51.13
2004-12-03 12:12:27,18.25,50.19
2004-12-03 12:24:27,18.25,50.38
2004-12-03 12:36:27,18.63,49.5
2004-12-03 12:48:27,18.88,49.75
2004-12-03 13:00:27,18.69,49.75
2004-12-03 13:12:27,17.81,52.0
2004-12-03 13:24:27,18.06,51.44
2004-12-03 13:36:27,18.56,49.75
2004-12-03 13:48:27,18.63,50.94
2004-12-03 14:00:27,18.19,51.88
2004-12-03 14:12:27,17.94,54.19
2004-12-03 14:24:27,17.81,54.75
2004-12-03 14:36:27,17.63,54.81
2004-12-03 14:48:27,17.56,54.81
2004-12-03 15:00:27,17.44,54.88
2004-12-03 15:12:27,17.25,55.56
2004-12-03 15:24:27,17.19,55.5
2004-12-03 15:36:27,17.13,56.06
2004-12-03 15:48:27,17.0,56.19
2004-12-03 16:00:27,16.31,65.25
2004-12-03 16:12:27,15.13,69.81
2004-12-03 16:24:27,14.88,70.44
2004-12-03 16:36:27,14.5,71.25
2004-12-03 16:48:27,14.25,72.0
2004-12-03 17:00:27,13.25,78.63
2004-12-03 17:12:27,12.63,81.88
2004-12-03 17:24:27,12.38,84.31
2004-12-03 17:36:27,11.75,86.63
2004-12-03 17:48:27,11.5,85.88
2004-12-03 18:00:27,11.25,87.5
2004-12-03 18:12:27,11.06,88.0
2004-12-03 18:24:27,11.0,88.19
2004-12-03 18:36:27,10.94,88.31
2004-12-03 18:48:27,11.06,88.63
2004-12-03 19:00:27,10.94,88.19
2004-12-03 19:12:27,10.94,89.0
2004-12-03 19:24:27,10.88,89.63
